number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_for_bin,params_subsample_freq,state
117,0.6900569653029518,2021-08-21 15:28:15.052934,2021-08-21 15:29:07.461473,0 days 00:00:52.408539,0.7253497195703711,5,8,30,4.8828930454514206,0.04358868634863543,0.7858285235425917,1331,7,COMPLETE
118,0.6882444329363024,2021-08-21 15:29:07.463252,2021-08-21 15:30:04.268783,0 days 00:00:56.805531,0.6957596337461222,4,9,19,0.672243059267876,0.07488558397736318,0.8424634591434353,2252,6,COMPLETE
119,0.6882444329363024,2021-08-21 15:30:04.270589,2021-08-21 15:31:04.277865,0 days 00:01:00.007276,0.7627278882988714,5,4,29,1.5273522346958273,0.0015494291344056008,0.7360120294337421,1731,7,COMPLETE
120,0.6834541688244433,2021-08-21 15:31:04.279176,2021-08-21 15:32:01.148137,0 days 00:00:56.868961,0.7462763964314664,4,3,31,0.026962091053255643,0.19970136697608523,0.799122005666021,1989,6,COMPLETE
121,0.6857845675815639,2021-08-21 15:32:01.149353,2021-08-21 15:33:19.705732,0 days 00:01:18.556379,0.7192368080002924,4,5,28,2.218993462282193,0.01666079744915541,0.8277621702965036,4476,7,COMPLETE
122,0.6882444329363024,2021-08-21 15:33:19.707240,2021-08-21 15:34:39.417725,0 days 00:01:19.710485,0.8409345474709451,4,10,27,6.400718168368216,0.029212662953310452,0.8559851975764304,1502,2,COMPLETE
123,0.6888917659243916,2021-08-21 15:34:39.419597,2021-08-21 15:35:30.856772,0 days 00:00:51.437175,0.6603491752921976,4,12,29,3.3692503024585685,0.0036075118981368838,0.8081295511791821,1187,8,COMPLETE
124,0.6930346970481616,2021-08-21 15:35:30.858055,2021-08-21 15:36:29.314856,0 days 00:00:58.456801,0.6821394086576137,4,6,30,1.7097573362114162,0.010820517156594621,0.765545184630124,2389,6,COMPLETE
125,0.6803469704816157,2021-08-21 15:36:29.316053,2021-08-21 15:37:18.851870,0 days 00:00:49.535817,0.6849822411279627,4,6,30,0.005624632354766697,0.010306896811650168,0.7618156449866926,2172,5,COMPLETE
126,0.6868203003625064,2021-08-21 15:37:18.853592,2021-08-21 15:38:17.636433,0 days 00:00:58.782841,0.6380935591126708,4,5,31,0.9480223725205903,0.005588134867838073,0.7381995553717318,1874,3,COMPLETE
127,0.682936302433972,2021-08-21 15:38:17.638198,2021-08-21 15:39:20.296467,0 days 00:01:02.658269,0.6814459440320288,4,7,30,0.47691583196568593,0.0026365356969608933,0.7851840031920407,2057,6,COMPLETE
128,0.6891506991196272,2021-08-21 15:39:20.298013,2021-08-21 15:40:20.132184,0 days 00:00:59.834171,0.7278953717283883,4,8,29,1.7411541796070455,0.02308664112810643,0.712949186318389,2384,6,COMPLETE
129,0.6877265665458311,2021-08-21 15:40:20.133502,2021-08-21 15:41:03.888708,0 days 00:00:43.755206,0.7772984649810599,4,9,28,5.0847075784747995,0.015561429726523178,0.8206347050123489,945,7,COMPLETE
130,0.6736147074054893,2021-08-21 15:41:03.894770,2021-08-21 15:41:58.620984,0 days 00:00:54.726214,0.7075777954609855,4,6,31,5.3471063727566925e-06,6.869161582190295e-08,0.7730093043056057,1641,6,COMPLETE
131,0.68720870015536,2021-08-21 15:41:58.622755,2021-08-21 15:42:50.065278,0 days 00:00:51.442523,0.8094455164271558,6,4,26,3.127196078140578,0.006919548670994463,0.8775038369737291,1438,6,COMPLETE
132,0.6842309684101502,2021-08-21 15:42:50.066684,2021-08-21 15:43:51.566005,0 days 00:01:01.499321,0.830838895682729,4,3,27,1.274334292204597,0.0016410323590141287,0.8356492762013492,1767,6,COMPLETE
133,0.6865613671672709,2021-08-21 15:43:51.567489,2021-08-21 15:45:18.225200,0 days 00:01:26.657711,0.400521991339862,4,5,30,2.0559522938146384,0.038054678339753664,0.895819953993655,2433,5,COMPLETE
134,0.6875970999482134,2021-08-21 15:45:18.227369,2021-08-21 15:46:42.721490,0 days 00:01:24.494121,0.47437814589686345,4,4,28,0.7718966272933643,0.010017114359509666,0.8006728461657542,1555,7,COMPLETE
135,0.6777576385292595,2021-08-21 15:46:42.723085,2021-08-21 15:47:36.296069,0 days 00:00:53.572984,0.6921607302968937,4,6,31,0.27720929413807827,0.004605489091539256,0.8602113816416445,1372,8,COMPLETE
136,0.6874676333505956,2021-08-21 15:47:36.297147,2021-08-21 15:48:32.423704,0 days 00:00:56.126557,0.6696315809026522,5,1,29,4.48566945505278,0.06133294404384776,0.8482081814173127,1956,7,COMPLETE
137,0.6844899016053858,2021-08-21 15:48:32.425102,2021-08-21 15:50:17.593386,0 days 00:01:45.168284,0.4560266834742133,4,2,30,6.843319350577033,0.00023209647290926244,0.7448492275602839,5007,4,COMPLETE
138,0.690574831693423,2021-08-21 15:50:17.594973,2021-08-21 15:51:38.617830,0 days 00:01:21.022857,0.6210126557359528,4,5,27,2.5972181308721334,0.0023457811802595064,0.7585312448497545,2184,6,COMPLETE
139,0.6776281719316416,2021-08-21 15:51:38.619416,2021-08-21 15:52:20.743626,0 days 00:00:42.124210,0.7503529602047823,4,16,31,1.510573493635898,0.00774908943170004,0.5134216151855571,1707,7,COMPLETE
140,0.674520973588814,2021-08-21 15:52:20.744866,2021-08-21 15:54:12.867552,0 days 00:01:52.122686,0.6531942511782687,4,7,12,1.3202573478699772e-07,0.0009820478414269218,0.8175238884521557,2674,6,COMPLETE
141,0.6900569653029518,2021-08-21 15:54:12.868824,2021-08-21 15:55:34.616446,0 days 00:01:21.747622,0.6350766303052946,4,5,17,2.595621368570686,0.003053769116684034,0.7654890995649377,2294,6,COMPLETE
142,0.6903158984981874,2021-08-21 15:55:34.618425,2021-08-21 15:57:35.747800,0 days 00:02:01.129375,0.513109308194221,3,14,27,4.446661188808615,0.0036818030496754673,0.9081888004495958,1862,9,COMPLETE
143,0.6897980321077162,2021-08-21 15:57:35.749587,2021-08-21 15:59:07.064457,0 days 00:01:31.314870,0.4362402287938337,4,6,31,3.5227420728283168,0.00205354188834665,0.7795129464975729,1437,6,COMPLETE
144,0.6883738995339203,2021-08-21 15:59:07.065857,2021-08-21 16:00:14.379649,0 days 00:01:07.313792,0.6187293298294034,4,4,26,1.0430847468088735,0.000516431433300695,0.76061695426204,2092,6,COMPLETE
145,0.6756861729673744,2021-08-21 16:00:14.380924,2021-08-21 16:01:03.890308,0 days 00:00:49.509384,0.6686633973063917,4,5,29,9.572210328722976e-05,0.015523120928545858,0.7935182659842258,2198,5,COMPLETE
146,0.681641636457794,2021-08-21 16:01:03.892071,2021-08-21 16:02:05.711231,0 days 00:01:01.819160,0.6042513156007349,4,3,27,0.6263965495753064,0.021211381647550643,0.8800498850565468,1247,6,COMPLETE
147,0.6830657690315899,2021-08-21 16:02:05.716129,2021-08-21 16:03:58.734513,0 days 00:01:53.018384,0.41708591064559747,4,13,30,8.442548577730248,0.0013424547549803596,0.9218658253974356,1561,3,COMPLETE
148,0.6939409632314864,2021-08-21 16:03:58.735786,2021-08-21 16:05:20.941918,0 days 00:01:22.206132,0.4500006885030641,5,4,31,1.6695067385912141,2.3450762696242143e-08,0.8047730755655229,1317,5,COMPLETE
149,0.6866908337648886,2021-08-21 16:05:20.943179,2021-08-21 16:06:39.750642,0 days 00:01:18.807463,0.4687460697825736,5,11,30,1.6687669900083522,3.72738440852021e-08,0.6104234659379373,1321,5,COMPLETE
150,0.6855256343863283,2021-08-21 16:06:39.752388,2021-08-21 16:07:48.123043,0 days 00:01:08.370655,0.44942542581845274,5,2,19,0.36950365791554746,0.005317910311753597,0.8110809030773395,1101,8,COMPLETE
151,0.6914810978767478,2021-08-21 16:07:48.124644,2021-08-21 16:09:18.525621,0 days 00:01:30.400977,0.48576145414114485,5,4,31,3.065014506314987,1.0415678117746729e-08,0.8286994446669614,1438,6,COMPLETE
152,0.67594510616261,2021-08-21 16:09:18.527132,2021-08-21 16:10:44.349435,0 days 00:01:25.822303,0.47841608898502497,5,4,31,0.0004056253660345821,2.0569786623426962e-08,0.836897401611129,1633,7,COMPLETE
153,0.6895390989124806,2021-08-21 16:10:44.350685,2021-08-21 16:11:51.696929,0 days 00:01:07.346244,0.486047736412967,5,3,29,2.1564526334445437,1.978992959858924e-08,0.8273086257947355,1275,6,COMPLETE
154,0.682288969445883,2021-08-21 16:11:51.698713,2021-08-21 16:12:55.611571,0 days 00:01:03.912858,0.7352268638623232,5,4,30,1.0050552248623992,1.9286700449280026e-08,0.869123126957736,1540,6,COMPLETE
155,0.6903158984981875,2021-08-21 16:12:55.613329,2021-08-21 16:14:23.650458,0 days 00:01:28.037129,0.49866474283293855,5,6,31,3.013679022362302,0.01114142545119264,0.8547180044566878,1799,7,COMPLETE
156,0.6859140341791817,2021-08-21 16:14:23.651830,2021-08-21 16:16:05.320107,0 days 00:01:41.668277,0.4646116136057496,5,7,28,5.282905821824506,1.0488302395186232e-08,0.8047458381362178,1434,6,COMPLETE
157,0.684360435007768,2021-08-21 16:16:05.321302,2021-08-21 16:16:50.321342,0 days 00:00:45.000040,0.7089029189261247,5,4,30,1.4731250627017765,7.429999547737067e-08,0.7951498796581985,976,10,COMPLETE
158,0.6829363024339721,2021-08-21 16:16:50.322899,2021-08-21 16:17:48.396992,0 days 00:00:58.074093,0.7874650851868109,5,8,31,0.7500579624955239,4.177321295822511e-08,0.8432599190100978,1196,7,COMPLETE
159,0.6927757638529259,2021-08-21 16:17:48.398858,2021-08-21 16:19:01.890538,0 days 00:01:13.491680,0.8520843504688289,3,3,29,2.080875473105348,0.03209668304968359,0.8208068314808741,1987,3,COMPLETE
160,0.6901864319005697,2021-08-21 16:19:01.892075,2021-08-21 16:20:11.365147,0 days 00:01:09.473072,0.8710552335872124,3,3,29,2.4040746468386187,9.357164482337497e-06,0.8206234234378895,2080,3,COMPLETE
161,0.6846193682030036,2021-08-21 16:20:11.366515,2021-08-21 16:21:06.176303,0 days 00:00:54.809788,0.8258053979844121,3,5,31,3.8004465117620874,0.029154350873603335,0.7772986936754211,1932,3,COMPLETE
162,0.690704298291041,2021-08-21 16:21:06.181107,2021-08-21 16:22:10.446053,0 days 00:01:04.264946,0.8759072413929353,3,2,30,1.2008214576206961,0.04501464952700947,0.8895991768108894,1718,4,COMPLETE
163,0.6869497669601243,2021-08-21 16:22:10.447751,2021-08-21 16:23:15.395950,0 days 00:01:04.948199,0.8888843178689062,3,2,30,1.8152822584811343,0.054318980194995425,0.8876182350160428,1722,2,COMPLETE
164,0.6886328327291559,2021-08-21 16:23:15.397288,2021-08-21 16:24:18.030070,0 days 00:01:02.632782,0.8479837603564896,3,1,30,1.0642932700627734,4.8128276600900445e-06,0.8118109326251608,1620,4,COMPLETE
165,0.6838425686172968,2021-08-21 16:24:18.031350,2021-08-21 16:25:18.528806,0 days 00:01:00.497456,0.9218577524314796,3,2,29,0.5237416808189252,0.08761141327681099,0.9415724008634514,1361,3,COMPLETE
166,0.6853961677887105,2021-08-21 16:25:18.530789,2021-08-21 16:26:09.426807,0 days 00:00:50.896018,0.8747361230119353,3,4,28,7.002104056695405,1.7230276762024703e-07,0.8292260157757586,1458,4,COMPLETE
167,0.6869497669601242,2021-08-21 16:26:09.428698,2021-08-21 16:27:46.837634,0 days 00:01:37.408936,0.4417276656733804,3,1,31,1.0336350750771315,0.038159442514442206,0.788719084682047,1837,4,COMPLETE
168,0.6888917659243916,2021-08-21 16:27:46.839041,2021-08-21 16:28:50.523158,0 days 00:01:03.684117,0.9079081352633779,3,3,30,4.2715162007373735,0.02015986004371957,0.8666142706959581,1686,3,COMPLETE
169,0.6916105644743656,2021-08-21 16:28:50.524381,2021-08-21 16:29:56.688194,0 days 00:01:06.163813,0.8553352660658671,3,3,31,1.5867860096357964,0.012975814596604275,0.9256514876490125,2007,5,COMPLETE
170,0.6958829621957534,2021-08-21 16:29:56.690031,2021-08-21 16:30:33.682841,0 days 00:00:36.992810,0.8546035756891399,3,3,31,1.6150793812926807,0.15186728093390464,0.9212321018353192,754,5,COMPLETE
171,0.693423096841015,2021-08-21 16:30:33.685025,2021-08-21 16:31:09.638684,0 days 00:00:35.953659,0.8514041886379962,3,3,31,1.8499342332377693,0.42452677297344044,0.9209317694788957,774,5,COMPLETE
172,0.6881149663386845,2021-08-21 16:31:09.642302,2021-08-21 16:31:49.718788,0 days 00:00:40.076486,0.8569652413825445,3,3,31,2.1341968457232485,0.6693068617494999,0.9340472843131129,793,5,COMPLETE
173,0.690574831693423,2021-08-21 16:31:49.720489,2021-08-21 16:32:23.257868,0 days 00:00:33.537379,0.8583872153336265,3,4,31,3.0924602563557553,0.14727188732182706,0.9501769667440462,703,5,COMPLETE
174,0.6939409632314864,2021-08-21 16:32:23.262886,2021-08-21 16:32:59.527282,0 days 00:00:36.264396,0.8494771688984737,3,3,31,1.6403393158748114,0.28391087703607165,0.9169492109701494,655,5,COMPLETE
175,0.69135163127913,2021-08-21 16:32:59.529107,2021-08-21 16:33:30.226825,0 days 00:00:30.697718,0.8424691003325478,3,3,31,1.7509694729768466,0.5966797317461031,0.9220029913931354,556,5,COMPLETE
176,0.6912221646815122,2021-08-21 16:33:30.228214,2021-08-21 16:34:09.457535,0 days 00:00:39.229321,0.838475518545961,3,3,31,1.6552380800036866,1.7675613614624428,0.9220229920385662,671,5,COMPLETE
177,0.6860435007767997,2021-08-21 16:34:09.458974,2021-08-21 16:34:42.458618,0 days 00:00:32.999644,0.8460946533707004,3,3,31,1.7724284596193585,0.5285333335920394,0.9224636046598172,533,5,COMPLETE
178,0.6901864319005696,2021-08-21 16:34:42.460395,2021-08-21 16:35:25.386568,0 days 00:00:42.926173,0.8223656613885922,3,2,31,2.501215564820398,4.854549843943998,0.9115852000908047,679,5,COMPLETE
179,0.6891506991196272,2021-08-21 16:35:25.388378,2021-08-21 16:36:14.159598,0 days 00:00:48.771220,0.8397894361331634,3,3,30,1.647698772517538,1.5560422582069806,0.9263018020466747,862,5,COMPLETE
180,0.6873381667529778,2021-08-21 16:36:14.161240,2021-08-21 16:36:46.879028,0 days 00:00:32.717788,0.8491222555129105,3,3,31,0.6228863567544661,0.9849565802022763,0.8992476052514632,618,5,COMPLETE
181,0.6888917659243915,2021-08-21 16:36:46.880333,2021-08-21 16:37:17.603508,0 days 00:00:30.723175,0.8333215253705429,3,4,31,3.1534015617293814,0.2967383787095185,0.9171162379546015,500,5,COMPLETE
182,0.6838425686172968,2021-08-21 16:37:17.605314,2021-08-21 16:37:59.182762,0 days 00:00:41.577448,0.8059542415643282,3,5,11,4.523316535358036,0.4686452399176422,0.932133380003309,784,5,COMPLETE
183,0.6887622993267737,2021-08-21 16:37:59.184587,2021-08-21 16:38:35.179079,0 days 00:00:35.994492,0.8888200427659357,3,3,29,1.500151680056938,2.237309563030052,0.9578879004918769,591,5,COMPLETE
184,0.6828068358363543,2021-08-21 16:38:35.180358,2021-08-21 16:39:26.605525,0 days 00:00:51.425167,0.8665916031017746,3,10,30,2.3372225823609827,9.959506807412636,0.9062587944607344,998,5,COMPLETE
185,0.6905748316934232,2021-08-21 16:39:26.606982,2021-08-21 16:40:00.560486,0 days 00:00:33.953504,0.855725464337133,3,4,31,2.8316038550730798,0.20840509313560918,0.896577615460662,741,5,COMPLETE
186,0.6891506991196271,2021-08-21 16:40:00.562268,2021-08-21 16:40:41.498943,0 days 00:00:40.936675,0.829834871556377,3,2,30,1.5105225231614923,1.0813306106135112,0.9207283906084031,941,5,COMPLETE
187,0.6853961677887105,2021-08-21 16:40:41.501018,2021-08-21 16:41:16.920140,0 days 00:00:35.419122,0.8192627612099405,3,4,29,6.139167765867834,2.86245744495743,0.9368368351860676,586,5,COMPLETE
188,0.6834541688244433,2021-08-21 16:41:16.921374,2021-08-21 16:41:49.829292,0 days 00:00:32.907918,0.8685859487435681,3,3,31,0.7883343809113609,0.09435576964244992,0.9144108864727563,686,5,COMPLETE
189,0.6879854997410668,2021-08-21 16:41:49.830755,2021-08-21 16:42:36.997865,0 days 00:00:47.167110,0.8455990686644306,3,5,14,3.8423123331301148,0.9237552425469576,0.9439281513639348,1052,5,COMPLETE
190,0.6856551009839461,2021-08-21 16:42:36.999683,2021-08-21 16:43:16.779367,0 days 00:00:39.779684,0.8337708904818701,3,3,30,2.331918650037308,0.31286530787435785,0.9025271177808213,836,5,COMPLETE
191,0.6839720352149146,2021-08-21 16:43:16.780910,2021-08-21 16:44:11.953821,0 days 00:00:55.172911,0.855634091383913,3,5,31,0.8947654789675342,0.16580019865777285,0.930616558141095,526,4,COMPLETE
192,0.6887622993267737,2021-08-21 16:44:11.955271,2021-08-21 16:46:52.460799,0 days 00:02:40.505528,0.8126575042906121,3,4,30,1.4042996639808856,0.4223037707661251,0.911647050277558,747,5,COMPLETE
193,0.6853961677887105,2021-08-21 16:46:52.468792,2021-08-21 16:51:25.965196,0 days 00:04:33.496404,0.8829824000938233,7,2,29,2.0212189537719265,0.26803854213803235,0.8030486581132162,1992,6,COMPLETE
194,0.6841015018125324,2021-08-21 16:51:25.966652,2021-08-21 16:52:10.013724,0 days 00:00:44.047072,0.6778757519337232,3,27,30,1.1662225134539308,0.015057166513038456,0.952213710331941,885,6,COMPLETE
195,0.6894096323148627,2021-08-21 16:52:10.015648,2021-08-21 16:53:35.244011,0 days 00:01:25.228363,0.695172254668851,3,4,31,3.6265770136626996,0.02338508268452449,0.8861134112382159,3855,5,COMPLETE
196,0.6865613671672708,2021-08-21 16:53:35.245229,2021-08-21 16:54:14.952778,0 days 00:00:39.707549,0.6873582547285825,3,5,30,0.4895497507308246,1.3950240856723872,0.9250981132546104,665,6,COMPLETE
197,0.6765924391506991,2021-08-21 16:54:14.954201,2021-08-21 16:55:06.960882,0 days 00:00:52.006681,0.79994714827418,3,6,31,0.7503649852429012,1.6388685293569487e-08,0.6880163978520972,1268,5,COMPLETE
198,0.6440963231486276,2021-08-21 16:55:06.962733,2021-08-21 16:56:24.345174,0 days 00:01:17.382441,0.8424570362498519,3,3,2,9.967310256301598,0.033363259064931185,0.8275908122258302,2013,2,COMPLETE
199,0.6931641636457794,2021-08-21 16:56:24.346863,2021-08-21 16:57:25.027762,0 days 00:01:00.680899,0.8238517123891183,5,6,31,1.8171060738433589,0.6319414966728713,0.7729389993483473,1337,5,COMPLETE
